,,,,,,,,Tỷ VNĐ,VNĐ,%,%,%,%,Nghìn CP,Tỷ VNĐ,%,VNĐ,%,x,x,x,x,x,Tỷ VNĐ,%,,,,,,%,Tỷ VNĐ,%,,,,,,%,Tỷ VNĐ,%,%,%,,,,%,
,152,HDC,Phát triển Nhà BR-VT,HOSE,Bất động sản,Bất động sản,Bất động sản dân cư,  3.815 ,  19.100 ,"1,3%","0,8%","-10,5%","-15,9%",  3.001 ,"  57,9 ","24,8%",  -   ,"0,0%","  32,4 ","  5,6 ",  -   ,"  2,1 ","  1,3 ","  248,7 ",,"16,0%","-53,2%","-18,1%","6,3%","151,3%",,"  58,4 ",,"1119,7%","15,1%","3939,5%","1477,9%","327,5%",,"  57,4 ",,"928,7%","15,1%","4012,9%","2080,4%","322,3%",,Chính thức
,153,MCM,Giống bò sữa Mộc Châu,HOSE,Thực phẩm và đồ uống,Thực phẩm,Sản phẩm từ sữa,  3.135 ,  28.500 ,"11,3%","10,9%","3,6%","8,2%",  31 ,"  0,8 ","10,7%",  2.191 ,"-2,8%","  13,5 ","  12,6 ","  13,0 ","  1,6 ","  1,3 ","  741,6 ","23,7%","-5,5%","-0,3%","-3,2%","-2,9%","25,4%","10,3%","  80,1 ","33,2%","-4,4%","34,5%","-34,1%","-9,7%","67,7%","11,7%","  80,1 ","33,2%","-4,4%","34,5%","-34,1%","-9,7%","67,7%","11,7%",Chính thức
,154,AVC,Thủy điện A Vương,UPCoM,Tiện ích,Sản xuất & Phân phối Điện,Sản xuất & Phân phối Điện,  3.467 ,  46.200 ,"-6,7%","-7,0%","-11,0%","-5,3%",  1 ,"  0,1 ","21,2%",  -   ,"0,0%","  13,5 ","  13,4 ",  -   ,"  3,3 ","  2,8 ","  128,9 ",,"42,0%","3,4%","-16,0%","-11,0%","-1,4%",,"  49,8 ",,"79,4%","231,9%","-21,9%","-46,5%","-16,7%",,"  49,8 ",,"79,4%","231,9%","-21,9%","-46,5%","-16,7%",,Chính thức
,155,PPC,Nhiệt điện Phả Lại,HOSE,Tiện ích,Sản xuất & Phân phối Điện,Sản xuất & Phân phối Điện,  3.174 ,  9.900 ,"-2,9%","-8,3%","-1,0%","0,4%",  577 ,"  6,0 ","4,6%",  -   ,"0,0%","  12,1 ","  15,2 ",  -   ,"  0,9 ","  0,7 ","  1.798,2 ",,"-23,0%","-21,4%","2,1%","-9,0%","17,1%",,"  95,7 ",,"-66,8%","-93,5%","-169,1%","-33,2%","82,9%",,"  95,7 ",,"-66,8%","-93,5%","-169,1%","-33,2%","82,9%",,Chính thức
,156,CHP,Thủy điện Miền Trung,HOSE,Tiện ích,Sản xuất & Phân phối Điện,Sản xuất & Phân phối Điện,  4.462 ,  28.300 ,"0,0%","0,4%","5,1%","-1,0%",  39 ,"  1,1 ","21,1%",  1.525 ,"-44,0%","  12,4 ","  10,4 ","  18,6 ","  2,3 ","  2,2 ","  198,5 ","27,4%","68,4%","59,7%","12,2%","-5,7%","-15,2%","-27,5%","  90,8 ","37,8%","286,4%","159,8%","41,1%","-16,8%","-24,2%","-47,5%","  90,8 ","37,8%","286,4%","159,8%","41,1%","-16,8%","-24,2%","-47,5%",Chính thức
,157,PDN,Cảng Đồng Nai,HOSE,Hàng & Dịch vụ Công nghiệp,"Kho bãi, hậu cần và bảo dưỡng","Kho bãi, hậu cần và bảo dưỡng",  5.862 ,  105.500 ,"-2,3%","-2,5%","-2,9%","-8,1%",  3 ,"  0,3 ","31,9%",  8.206 ,"1,8%","  (2.677.872.853,6)","  13,1 ","  12,9 ","  4,0 ","  4,0 ","  375,9 ","22,5%","13,1%","21,8%","19,9%","16,6%","6,1%","6,0%","  110,5 ","24,2%","16,6%","47,0%","19,9%","19,6%","11,5%","4,5%","  110,5 ","24,2%","16,6%","47,0%","19,9%","19,6%","11,5%","4,5%",Chính thức
,158,AAA,An Phát Bioplastics,HOSE,Hóa chất,"Nhựa, cao su & sợi",Nhựa,  2.878 ,  7.310 ,"2,7%","4,0%","-8,1%","-7,2%",  1.255 ,"  9,3 ","6,9%",  -   ,"0,0%","  17,7 ","  6,0 ",  -   ,"  0,7 ","  0,5 ","  2.224,1 ",,"30,1%","-17,0%","-25,8%","-42,9%","-42,3%",,"  162,6 ",,"-61,4%","31,2%","588,0%","-2,6%","192,9%",,"  153,7 ",,"-66,4%","-3,1%","439,3%","2,9%","239,7%",,Chính thức
,159,DBD,Dược - TB Y tế Bình Định,HOSE,Y tế,Dược phẩm,Y tế,  4.715 ,  49.900 ,"-1,0%","-3,1%","-3,9%","2,3%",  38 ,"  2,0 ","16,9%",  -   ,"0,0%","  16,0 ","  16,2 ",  -   ,"  2,9 ","  2,6 ","  448,1 ",,"14,9%","9,6%","1,6%","6,7%","1,6%",,"  80,3 ",,"20,6%","24,8%","-20,1%","0,1%","-0,9%",,"  80,3 ",,"20,6%","24,8%","-20,1%","0,1%","-0,9%",,Chính thức
,160,PTB,Công ty Cổ phần Phú Tài,HOSE,Tài nguyên Cơ bản,Lâm sản và Chế biến gỗ,Lâm sản và Chế biến gỗ,  4.024 ,  50.100 ,"0,2%","3,0%","-2,0%","6,5%",  169 ,"  8,7 ","16,3%",  7.312 ,"1,8%","  10,7 ","  7,6 ","  6,9 ","  1,4 ","  1,3 ","  2.100,0 ","23,9%","12,8%","18,4%","13,4%","8,0%","29,6%","20,4%","  151,2 ","24,9%","30,0%","13,8%","70,6%","41,0%","29,3%","18,1%","  148,8 ","25,3%","26,7%","12,8%","70,7%","37,8%","31,7%","18,1%",DN ước tính
,161,TCM,Dệt may Thành Công,HOSE,Hàng cá nhân & Gia dụng,Hàng May mặc,Hàng May mặc,  2.571 ,  22.950 ,"-4,8%","-1,3%","-13,7%","-12,1%",  1.364 ,"  33,5 ","10,7%",  2.593 ,"13,3%","  18,9 ","  10,0 ","  8,8 ","  1,8 ","  1,1 ","  1.010,2 ","23,0%","8,2%","3,1%","-18,3%","-7,2%","-0,1%","20,3%","  66,0 ","22,5%","25,5%","13,4%","-21,4%","-24,2%","-16,0%","8,0%","  65,8 ","22,6%","26,0%","13,3%","-21,9%","-24,5%","-16,0%","8,0%",Chính thức
,162,DRC,Cao su Đà Nẵng,HOSE,Ô tô và phụ tùng,Lốp xe,Lốp xe,  1.992 ,  12.900 ,"-4,8%","-5,2%","-14,0%","-12,8%",  390 ,"  5,7 ","6,5%",  803 ,"-1,0%","  14,0 ","  15,9 ","  16,1 ","  1,6 ","  1,0 ","  1.154,9 ","20,6%","21,2%","1,0%","1,4%","8,5%","-2,1%","11,9%","  16,2 ","13,1%","-80,8%","-58,6%","-12,7%","-37,7%","71,2%","4,7%","  16,2 ","13,1%","-80,8%","-58,6%","-12,7%","-37,7%","71,2%","4,7%",Chính thức
,163,BAF,Nông nghiệp BAF Việt Nam,HOSE,Thực phẩm và đồ uống,Nuôi trồng nông & hải sản,"Chăn nuôi gia súc, gia cầm",  10.960 ,  36.050 ,"-0,7%","3,9%","1,0%","-3,7%",  2.313 ,"  83,5 ","3,6%",  2.598 ,"490,9%","  42,1 ","  67,9 ","  13,9 ","  2,2 ","  2,7 ","  1.700,0 ","20,2%","-13,0%","5,0%","-13,5%","-18,8%","51,3%","67,4%","  168,0 ","21,2%","12,6%","482,2%","-62,6%","-328,4%","25,8%","523,8%","  167,3 ","21,2%","10,8%","509,9%","-65,8%","-330,3%","26,3%","523,8%",DN ước tính
,164,PGD,PV GAS D,HOSE,Tiện ích,Phân phối xăng dầu & khí đốt,Phân phối xăng dầu & khí đốt,  2.312 ,  23.350 ,"-1,5%","-1,5%","-3,5%","-1,1%",  10 ,"  0,2 ","15,2%",  -   ,"0,0%","  13,0 ","  9,9 ",  -   ,"  2,1 ","  1,5 ","  2.489,9 ",,"11,6%","2,6%","6,4%","-0,4%","-2,7%",,"  65,0 ",,"-100,0%","-45,0%","-24,0%","1451,9%","482674,0%",,"  65,0 ",,"-100,0%","-45,0%","-24,0%","1451,9%","482674,0%",,Chính thức
,165,DPR,Cao su Đồng Phú,HOSE,Hóa chất,"Nhựa, cao su & sợi",Cao su,  3.580 ,  41.200 ,"0,5%","1,7%","2,2%","8,4%",  774 ,"  32,4 ","12,7%",  -   ,"0,0%","  13,2 ","  10,9 ",  -   ,"  1,3 ","  1,4 ","  379,5 ",,"8,6%","-13,4%","38,4%","-34,0%","87,3%",,"  118,6 ",,"22,4%","-22,0%","153,2%","-60,8%","55,6%",,"  104,5 ",,"25,2%","-27,9%","210,0%","-63,6%","60,0%",,Chính thức
,166,SAS,DV Hàng không sân bay TSN,UPCoM,Bán lẻ,Phân phối hàng chuyên dụng,Vận tải hành khách & Du lịch,  4.847 ,  36.318 ,"-0,7%","0,5%","-1,9%","16,0%",  35 ,"  1,3 ","39,6%",  -   ,"0,0%","  11,8 ","  6,6 ",  -   ,"  2,7 ","  2,4 ","  778,5 ",,"12,3%","17,7%","2,9%","23,7%","1,9%",,"  155,1 ",,"145,2%","60,6%","-40,8%","170,6%","37,6%",,"  155,1 ",,"145,2%","60,6%","-40,8%","170,6%","37,6%",,Chính thức
,167,SHP,Thủy điện Miền Nam,HOSE,Tiện ích,Sản xuất & Phân phối Điện,Sản xuất & Phân phối Điện,  3.456 ,  34.150 ,"-0,7%","-0,6%","1,6%","3,2%",  5 ,"  0,2 ","25,3%",  2.782 ,"-12,7%","  12,3 ","  10,7 ","  12,3 ","  2,7 ","  2,7 ","  97,0 ","15,4%","16,8%","39,4%","1,7%","-13,7%","46,7%","-2,7%","  37,6 ","13,3%","310,1%","75,8%","-1,4%","-31,2%","184,7%","-5,6%","  37,6 ","13,3%","310,1%","75,8%","-1,4%","-31,2%","184,7%","-5,6%",Chính thức
,168,HHS,Đầu tư DV Hoàng Huy,HOSE,Ô tô và phụ tùng,Sản xuất ô tô,Sản xuất ô tô,  5.616 ,  13.000 ,"-5,8%","0,0%","15,0%","4,0%",  2.857 ,"  35,7 ","51,6%",  1.398 ,"-84,1%","  7,5 ","  1,6 ","  9,3 ","  0,7 ","  0,6 ","  244,4 ","8,1%","-21,8%","79,7%","160,3%","30,9%","147,2%","236,0%","  50,4 ","8,4%","-55,1%","3132,8%","-74,6%","-176,8%","-25,4%","-83,0%","  40,2 ","6,6%","-55,0%","3157,3%","-58,3%","-156,3%","-40,4%","-83,0%",Chính thức
,169,FMC,Thực phẩm Sao Ta,HOSE,Thực phẩm và đồ uống,Nuôi trồng nông & hải sản,Nuôi trồng thủy hải sản,  2.501 ,  38.250 ,"0,7%","-0,7%","2,6%","8,7%",  107 ,"  4,3 ","16,0%",  4.990 ,"-9,3%","  9,8 ","  6,9 ","  7,7 ","  1,4 ","  1,1 ","  1.398,5 ","17,5%","36,3%","51,0%","4,9%","-2,1%","-29,7%","-2,3%","  50,8 ","14,0%","-34,0%","21,8%","18,0%","-27,8%","34,6%","-6,4%","  40,9 ","12,5%","-40,4%","21,4%","22,0%","28,5%","37,9%","-6,4%",Chính thức
,170,STK,Sợi Thế Kỷ,HOSE,Hàng cá nhân & Gia dụng,Hàng May mặc,Hàng May mặc,  1.843 ,  13.150 ,"-3,3%","-9,3%","-19,8%","-15,4%",  22 ,"  0,3 ","-1,2%",  734 ,"612,8%","  8,9 ","  (91,9)","  17,9 ","  1,5 ","  1,1 ","  268,3 ","11,3%","41,6%","9,9%","3,8%","-2,9%","-28,7%","74,9%","  (34,4)","-33,5%","4905,1%","88,1%","-87,3%","173,9%","-196,7%","105,7%","  (34,4)","-33,5%","4905,1%","88,1%","-87,3%","173,9%","-196,7%","105,7%",Chính thức
,171,VGR,Cảng xanh VIP,UPCoM,Hàng & Dịch vụ Công nghiệp,"Kho bãi, hậu cần và bảo dưỡng","Kho bãi, hậu cần và bảo dưỡng",  5.632 ,  68.500 ,"-7,3%","-4,7%","3,7%","-9,6%",  11 ,"  1,0 ","44,5%",  3.610 ,"-41,2%","  10,9 ","  11,2 ","  19,0 ","  3,4 ","  5,6 ","  289,1 ","28,3%","5,9%","4,6%","15,5%","-2,5%","12,8%","-11,4%","  119,1 ","40,1%","17,8%","35,0%","50,7%","91,6%","7,0%","-40,2%","  119,1 ","40,1%","17,8%","35,0%","50,7%","91,6%","7,0%","-40,2%",Chính thức
,172,DVP,ĐT và PT Cảng Đình Vũ,HOSE,Hàng & Dịch vụ Công nghiệp,"Kho bãi, hậu cần và bảo dưỡng","Kho bãi, hậu cần và bảo dưỡng",  2.952 ,  73.800 ,"2,1%","6,0%","3,4%","9,5%",  13 ,"  0,9 ","24,0%",  9.200 ,"9,6%","  9,0 ","  8,8 ","  8,0 ","  2,0 ","  1,9 ","  152,7 ","18,6%","4,9%","-22,2%","-27,6%","-13,1%","-3,7%","39,6%","  62,0 ","16,8%","5,4%","-20,7%","-36,7%","102,5%","-3,5%","8,8%","  62,0 ","16,8%","5,4%","-20,7%","-36,7%","102,5%","-3,5%","8,8%",Chính thức
,173,CSV,Hóa chất Cơ bản miền Nam,HOSE,Hóa chất,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác","Sản phẩm hóa dầu, Nông dược & Hóa chất khác",  2.867 ,  25.950 ,"-6,3%","-5,6%","-9,1%","-5,0%",  946 ,"  28,0 ","12,8%",  6 ,"-99,7%","  13,9 ","  14,4 ","  4.405,5 ","  2,1 ","  1,8 ","  628,3 ","29,9%","37,4%","9,0%","0,5%","24,8%","30,2%","-2,6%","  45,1 ","6319,8%","12,7%","-6,3%","-23,7%","-25,2%","-19,4%","-99,7%","  42,9 ","6588,9%","12,3%","-9,1%","-20,7%","-30,9%","-18,1%","-99,7%",Chính thức
,174,IFS,Thực phẩm Quốc tế,UPCoM,Thực phẩm và đồ uống,Đồ uống & giải khát,Đồ uống & giải khát,  1.566 ,  17.975 ,"0,3%","2,7%","5,8%","-13,2%",  2 ,"  0,0 ","11,9%",  -   ,"0,0%","  12,4 ","  10,7 ",  -   ,"  1,8 ","  1,3 ","  500,2 ",,"11,0%","-6,7%","7,8%","-3,4%","0,8%",,"  52,9 ",,"-5,4%","-29,4%","-14,6%","-28,1%","11,8%",,"  52,9 ",,"-5,4%","-29,4%","-14,6%","-28,1%","11,8%",,Chính thức
,175,KSB,Khoáng sản Bình Dương,HOSE,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,Khai khoáng,  1.843 ,  16.100 ,"-2,7%","-2,1%","-7,7%","-5,9%",  1.356 ,"  22,6 ","5,8%",  -   ,"0,0%","  25,2 ","  12,1 ",  -   ,"  0,9 ","  0,7 ","  202,2 ",,"198,8%","-4,8%","190,5%","52,0%","59,3%",,"  31,8 ",,"288,1%","257,7%","191,1%","111,4%","-11,5%",,"  31,8 ",,"288,9%","258,1%","190,6%","111,1%","-11,6%",,Chính thức
,176,TV2,Tư vấn XD Điện 2,HOSE,Hàng & Dịch vụ Công nghiệp,Tư vấn & Hỗ trợ KD,Sản xuất & Phân phối Điện,  2.340 ,  34.650 ,"-5,2%","-10,6%","0,3%","0,6%",  753 ,"  28,6 ","10,3%",  -   ,"0,0%","  37,5 ","  17,6 ",  -   ,"  1,8 ","  1,8 ","  244,0 ",,"25,7%","-40,5%","-12,9%","27,3%","-18,6%",,"  53,4 ",,"27,6%","32,2%","-30,8%","147,0%","268,0%",,"  53,0 ",,"27,6%","29,2%","-32,0%","145,4%","265,3%",,Chính thức
,177,PET,Dịch vụ Tổng hợp Dầu khí,HOSE,Bán lẻ,Phân phối hàng chuyên dụng,Bán lẻ,  4.995 ,  46.800 ,"-2,5%","0,7%","46,3%","36,1%",  1.797 ,"  71,9 ","12,5%",  2.200 ,"-20,2%","  23,6 ","  17,0 ","  21,3 ","  1,4 ","  2,1 ","  6.129,1 ","26,6%","-5,9%","4,3%","-3,0%","65,2%","52,6%","5,4%","  100,8 ","31,7%","13,6%","28,8%","95,0%","67,2%","125,5%","-9,0%","  72,2 ","30,7%","2,6%","51,7%","119,5%","95,5%","100,3%","-9,0%",Chính thức
,178,IDI,Đầu tư và PT Đa Quốc Gia I.D.I,HOSE,Thực phẩm và đồ uống,Nuôi trồng nông & hải sản,Nuôi trồng thủy hải sản,  1.746 ,  6.390 ,"-4,8%","-7,4%","-2,4%","-5,9%",  663 ,"  4,6 ","3,8%",  590 ,"25,9%","  27,5 ","  12,3 ","  10,8 ","  0,7 ","  0,5 ","  1.489,4 ","18,2%","-8,3%","1,6%","-9,5%","5,3%","-0,4%","17,8%","  44,3 ","24,6%","75,6%","66,6%","99,1%","145,3%","52,4%","25,9%","  40,5 ","25,1%","92,6%","80,4%","113,9%","159,7%","53,9%","25,9%",Chính thức
,179,VPD,Phát triển Điện lực Việt Nam,HOSE,Tiện ích,Sản xuất & Phân phối Điện,Sản xuất & Phân phối Điện,  2.611 ,  24.500 ,"1,5%","2,9%","-5,4%","-4,9%",  8 ,"  0,2 ","17,9%",  -   ,"0,0%","  12,5 ","  9,3 ",  -   ,"  1,8 ","  1,6 ","  107,3 ",,"-3,9%","62,1%","6,4%","21,2%","26,7%",,"  30,6 ",,"-23,9%","204,5%","9,2%","-8,9%","186,7%",,"  30,6 ",,"-23,9%","204,5%","9,2%","-8,9%","186,7%",,Chính thức
,180,AGG,Bất động sản An Gia,HOSE,Bất động sản,Bất động sản,Bất động sản dân cư,  2.048 ,  12.600 ,"-2,7%","-5,3%","-15,4%","-11,6%",  402 ,"  5,3 ","11,0%",  -   ,"0,0%","  (15,5)","  5,5 ",  -   ,"  1,0 ","  0,6 ","  67,3 ",,"-85,4%","14,7%","-36,5%","67,3%","-64,9%",,"  5,0 ",,"-96,2%","5167,0%","351,2%","749,3%","-37,9%",,"  5,0 ",,"-94,9%","216,6%","348,7%","277,9%","-51,2%",,Chính thức
,181,CDN,Cảng Đà Nẵng,HNX,Hàng & Dịch vụ Công nghiệp,"Kho bãi, hậu cần và bảo dưỡng","Kho bãi, hậu cần và bảo dưỡng",  2.960 ,  29.900 ,"-3,2%","-1,6%","-11,3%","-9,1%",  13 ,"  0,4 ","20,3%",  4.247 ,"1,8%","  9,9 ","  7,2 ","  7,0 ","  1,7 ","  1,3 ","  502,7 ","24,8%","4,5%","17,0%","13,6%","20,5%","35,9%","22,5%","  129,7 ","30,9%","9,1%","33,5%","40,4%","4,9%","54,3%","14,1%","  128,6 ","30,6%","9,1%","33,5%","40,4%","4,9%","52,9%","14,1%",Chính thức
,182,DHB,Đạm Hà Bắc,UPCoM,Hóa chất,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác",Phân bón,  3.588 ,  13.182 ,"5,1%","-4,4%","64,2%","74,9%",  65 ,"  0,8 ","32,4%",  711 ,"-12,9%","  41,5 ","  16,1 ","  18,5 ","  3,1 ","  4,2 ","  1.404,6 ","28,8%","14,7%","23,9%","-36,4%","-7,8%","21,4%","12,6%","  227,0 ","117,2%","-59,2%","130,6%","-350,8%","-27,5%","1356,8%","1683,8%","  227,0 ","117,2%","-59,2%","130,6%","-350,8%","-27,5%","1356,8%","1683,8%",Chính thức
,183,CTF,City Auto,HOSE,Ô tô và phụ tùng,Sản xuất ô tô,Sản xuất ô tô,  1.755 ,  18.350 ,"-0,8%","0,0%","-8,0%","-3,4%",  311 ,"  5,8 ","0,9%",  -   ,"0,0%","  62,9 ","  178,9 ",  -   ,"  2,4 ","  1,8 ","  1.914,6 ",,"33,6%","14,6%","-6,6%","-13,2%","-4,8%",,"  4,1 ",,"-57,4%","-52,7%","-59,5%","-80,3%","42,2%",,"  2,9 ",,"-71,0%","-110,7%","-88,1%","-79,1%","31,3%",,Chính thức
,184,NTL,Đô thị Từ Liêm,HOSE,Bất động sản,Bất động sản,Bất động sản dân cư,  2.025 ,  16.600 ,"3,4%","1,8%","-2,6%","-9,5%",  556 ,"  9,1 ","1,5%",  -   ,"0,0%","  14,8 ","  79,0 ",  -   ,"  1,4 ","  1,3 ","  4,5 ",,"-90,5%","-99,6%","2,6%","-81,0%","28,4%",,"  14,6 ",,"20,4%","-99,8%","255,2%","91,3%","129,2%",,"  14,6 ",,"20,4%","-99,8%","255,2%","91,3%","129,2%",,Chính thức
,185,TNG,Đầu tư và Thương mại TNG,HNX,Hàng cá nhân & Gia dụng,Hàng May mặc,Hàng May mặc,  2.703 ,  21.000 ,"-8,3%","-18,3%","0,0%","18,3%",  2.431 ,"  57,5 ","21,1%",  3.496 ,"6,9%","  9,1 ","  6,6 ","  6,0 ","  1,4 ","  1,4 ","  1.952,0 ","20,5%","11,6%","16,3%","11,7%","14,5%","29,2%","9,2%","  60,3 ","13,4%","3,4%","36,4%","5,3%","52,6%","39,2%","14,5%","  60,3 ","13,4%","3,4%","36,4%","5,3%","52,6%","39,2%","14,5%",Chính thức
,186,AST,Dịch vụ Hàng không Taseco,HOSE,Bán lẻ,Phân phối hàng chuyên dụng,"Kho bãi, hậu cần và bảo dưỡng",  3.186 ,  70.800 ,"2,6%","-0,1%","-6,5%","-8,1%",  11 ,"  0,8 ","47,5%",  6.145 ,"-6,7%","  21,7 ","  10,7 ","  11,5 ","  5,2 ","  4,6 ","  556,0 ","25,9%","13,3%","27,1%","39,2%","39,4%","44,5%","24,5%","  129,0 ","35,8%","47,3%","80,3%","80,6%","42,2%","74,8%","10,5%","  100,9 ","36,5%","56,5%","91,7%","77,5%","51,6%","84,6%","10,5%",Chính thức
,187,LAS,Hóa chất Lâm Thao,HNX,Hóa chất,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác",Phân bón,  1.772 ,  15.700 ,"-6,0%","-10,3%","-5,4%","0,0%",  1.112 ,"  20,4 ","8,8%",  886 ,"-22,8%","  13,1 ","  13,7 ","  17,7 ","  1,4 ","  1,2 ","  1.704,7 ","40,0%","9,8%","78,8%","-12,8%","-39,1%","7,5%","13,8%","  37,0 ","37,0%","36,7%","-23,8%","-38,6%","30,3%","-48,5%","-39,1%","  37,0 ","37,0%","36,7%","-23,8%","-38,6%","30,3%","-48,5%","-39,1%",Chính thức
,188,SGN,Phục vụ mặt đất Sài Gòn,HOSE,Hàng & Dịch vụ Công nghiệp,"Kho bãi, hậu cần và bảo dưỡng","Kho bãi, hậu cần và bảo dưỡng",  1.806 ,  53.900 ,"5,1%","1,7%","-10,3%","-9,1%",  12 ,"  0,7 ","17,3%",  -   ,"0,0%","  10,8 ","  9,0 ",  -   ,"  2,4 ","  1,5 ","  388,7 ",,"13,4%","-6,4%","-7,6%","-8,7%","-7,0%",,"  71,6 ",,"15,9%","-8,4%","-40,8%","-45,4%","-8,6%",,"  64,6 ",,"15,5%","-11,7%","-43,9%","-45,1%","-9,7%",,Chính thức
,189,NBB,577 CORP,HOSE,Bất động sản,Bất động sản,Bất động sản dân cư,  1.783 ,  17.800 ,"-1,7%","-3,8%","-1,1%","-8,7%",  42 ,"  0,7 ","0,5%",  106 ,"13,4%","  935,9 ","  188,9 ","  168,5 ","  1,2 ","  1,0 ","  3,8 ","1,0%","-50,8%","-36,2%","-41,2%","-44,9%","-71,9%","963,1%","  0,1 ","1,4%","7,7%","-73,3%","275,4%","44620,6%","165,0%","13,4%","  0,2 ","2,2%","25,5%","-73,5%","225,5%","28345,4%","85,3%","13,4%",Chính thức
,190,PAT,Phốt pho Apatit Việt Nam,UPCoM,Hóa chất,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác","Sản phẩm hóa dầu, Nông dược & Hóa chất khác",  1.722 ,  68.861 ,"-6,4%","1,2%","-14,4%","-15,7%",  55 ,"  4,1 ","46,8%",  -   ,"0,0%","  7,0 ","  5,6 ",  -   ,"  3,7 ","  2,7 ","  421,9 ",,"-0,4%","109,0%","-19,1%","17,3%","-3,3%",,"  46,6 ",,"39,3%","39,3%","63,2%","-7,2%","-45,1%",,"  46,6 ",,"39,3%","39,3%","63,2%","-7,2%","-45,1%",,Chính thức
,191,VFG,Khử trùng Việt Nam,HOSE,Hóa chất,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác","Sản phẩm hóa dầu, Nông dược & Hóa chất khác",  2.094 ,  50.200 ,"1,4%","2,1%","-6,7%","-2,6%",  6 ,"  0,3 ","21,0%",  6.903 ,"-14,6%","  6,9 ","  6,2 ","  7,3 ","  1,8 ","  1,3 ","  1.119,2 ","28,2%","10,3%","-6,0%","-19,7%","20,0%","5,0%","12,5%","  98,0 ","33,6%","20,9%","-13,7%","-66,2%","-5,3%","3,0%","-14,6%","  96,4 ","33,5%","19,8%","-14,8%","-67,0%","-5,7%","2,2%","-14,6%",Chính thức
,192,SHI,Quốc tế Sơn Hà,HOSE,Tài nguyên Cơ bản,Thép và sản phẩm thép,Thép và sản phẩm thép,  2.405 ,  14.150 ,"-0,7%","0,4%","1,4%","-2,4%",  412 ,"  5,8 ","2,7%",  251 ,"-15,4%","  111,2 ","  53,9 ","  56,4 ","  1,3 ","  1,3 ","  1.850,5 ","14,2%","1,8%","0,1%","-15,8%","22,3%","-2,4%","10,5%","  18,6 ","26,8%","109,6%","92,7%","-78,1%","-9,9%","-14,0%","-15,4%","  9,4 ","22,0%","1340,8%","543,6%","-91,4%","-24,7%","-38,2%","-15,4%",Chính thức
,193,DDV,DAP - Vinachem,UPCoM,Hóa chất,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác",Phân bón,  3.833 ,  26.236 ,"-8,0%","-6,4%","-7,2%","1,0%",  1.887 ,"  55,9 ","29,3%",  2.081 ,"-52,2%","  22,9 ","  6,0 ","  12,6 ","  1,5 ","  1,6 ","  1.842,2 ","31,0%","48,7%","71,0%","85,1%","63,9%","59,3%","5,6%","  124,3 ","40,9%","361,8%","138,8%","988,1%","139,1%","2,1%","-51,8%","  124,3 ","40,9%","361,8%","138,8%","988,1%","139,1%","2,1%","-51,8%",Chính thức
,194,NCT,DV Hàng hóa Nội Bài,HOSE,Hàng & Dịch vụ Công nghiệp,"Kho bãi, hậu cần và bảo dưỡng","Kho bãi, hậu cần và bảo dưỡng",  2.436 ,  93.100 ,"2,4%","2,3%","-2,9%","3,8%",  15 ,"  1,4 ","57,1%",  -   ,"0,0%","  10,1 ","  5,7 ",  -   ,"  4,7 ","  3,0 ","  292,7 ",,"29,8%","28,2%","33,1%","34,2%","21,3%",,"  106,0 ",,"29,2%","33,4%","51,5%","59,1%","64,5%",,"  106,0 ",,"29,2%","33,4%","51,5%","59,1%","64,5%",,Chính thức
,195,HPX,Đầu tư Hải Phát,HOSE,Bất động sản,Bất động sản,Bất động sản dân cư,  1.481 ,  4.870 ,"-0,6%","1,7%","-7,9%","1,5%",  714 ,"  3,6 ","3,3%",  639 ,"67,8%","  17,3 ","  12,8 ","  7,6 ","  0,5 ","  0,4 ","  120,4 ","6,0%","-69,5%","47,4%","-70,5%","-19,4%","22,0%","74,9%","  8,9 ","4,4%","-5,0%","12,2%","-52,5%","2858,0%","-40,7%","60,1%","  8,9 ","4,6%","-14,2%","14,0%","-44,9%","6472,4%","-38,5%","60,1%",Chính thức
,196,LIX,Bột Giặt LIX,HOSE,Hàng cá nhân & Gia dụng,Hàng cá nhân,Hàng cá nhân,  2.009 ,  31.000 ,"-2,2%","-6,1%","-19,7%","-9,6%",  37 ,"  1,3 ","19,8%",  2.469 ,"-19,9%","  10,3 ","  10,1 ","  12,6 ","  2,2 ","  1,9 ","  838,2 ","24,2%","-9,6%","-1,1%","8,8%","28,9%","27,1%","12,9%","  40,0 ","25,0%","-9,0%","19,8%","-8,3%","-4,3%","-0,1%","-19,9%","  40,0 ","25,0%","-9,0%","19,8%","-8,3%","-4,3%","-0,1%","-19,9%",Chính thức
