,,,,,,,,Tỷ VNĐ,VNĐ,%,%,%,%,Nghìn CP,Tỷ VNĐ,%,VNĐ,%,x,x,x,x,x,Tỷ VNĐ,%,,,,,,%,Tỷ VNĐ,%,,,,,,%,Tỷ VNĐ,%,%,%,,,,%,
,353,PWS,Cấp thoát nước Phú Yên,UPCoM,Tiện ích,Nước,Nước,  503 ,  13.100 ,"18,0%","0,0%","9,2%","9,2%",  0 ,"  0,0 ","5,9%",  365 ,"-46,0%","  15,3 ","  19,4 ","  35,9 ","  1,0 ","  1,2 ","  32,5 ","22,5%","-2,5%","-3,3%","-1,2%","-1,2%","8,1%","8,1%","  7,0 ","50,2%","-36,9%","-44,5%","-29,4%","-43,2%","43,6%","-41,2%","  7,0 ","50,2%","-36,9%","-44,5%","-29,4%","-43,2%","43,6%","-41,2%",Chính thức
,354,ABS,DV Nông nghiệp Bình Thuận,HOSE,Hóa chất,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác",Bán lẻ,  232 ,  2.900 ,"-2,7%","-3,0%","0,0%","-6,8%",  229 ,"  0,7 ","-99,8%",  -   ,"0,0%","  26,1 ","  (0,5)",  -   ,"  0,5 ","  0,6 ","  43,0 ",,"83,0%","-79,6%","-70,3%","-55,1%","-34,8%",,"  (1,7)",,"-149,2%","-8752,1%","540,5%","-4692,7%","-2,2%",,"  (1,7)",,"-149,2%","-8752,1%","540,5%","-4692,7%","-2,2%",,Chính thức
,355,HII,An Tiến Industries,HOSE,Hóa chất,"Nhựa, cao su & sợi",Nhựa,  424 ,  5.750 ,"4,9%","3,4%","-3,9%","-6,5%",  243 ,"  1,3 ","5,8%",  -   ,"0,0%","  10,7 ","  3,2 ",  -   ,"  0,4 ","  0,5 ","  2.341,8 ",,"22,8%","19,3%","0,9%","-18,9%","15,0%",,"  77,6 ",,"-96,1%","143,3%","274,7%","-166,2%","6306,4%",,"  75,8 ",,"-119,1%","207,7%","264,7%","-164,4%","1914,6%",,Chính thức
,356,HAR,BĐS An Dương Thảo Điền,HOSE,Bất động sản,Bất động sản,Bất động sản dân cư,  335 ,  3.500 ,"-4,6%","6,7%","-5,9%","-10,9%",  199 ,"  0,7 ","1,1%",  -   ,"0,0%","  12,8 ","  28,2 ",  -   ,"  0,4 ","  0,3 ","  4,4 ",,"-4,0%","-2,9%","-7,5%","-14,4%","1,2%",,"  1,9 ",,"127,0%","40,1%","144,9%","-39,9%","-73,3%",,"  1,9 ",,"127,0%","40,1%","144,9%","-39,9%","-73,3%",,Chính thức
,357,TDH,Thủ Đức House,HOSE,Bất động sản,Bất động sản,Bất động sản dân cư,  508 ,  4.510 ,"21,2%","18,7%","2,5%","3,2%",  137 ,"  0,6 ","69,8%",  342 ,"-64,8%","  (5,2)","  4,6 ","  13,2 ","  2,5 ","  2,7 ","  47,4 ","19,0%","-21,1%","-10,8%","440,5%","399,3%","492,8%","103,4%","  6,5 ","16,9%","435,2%","142,0%","184,6%","101,7%","14,3%","-64,5%","  6,7 ","17,4%","511,7%","141,7%","185,0%","101,7%","18,5%","-64,5%",Chính thức
,358,PHN,Pin Hà Nội,HNX,Hàng & Dịch vụ Công nghiệp,Hàng điện & điện tử,Điện tử & Thiết bị điện,  450 ,  62.000 ,"-8,8%","-4,5%","3,3%","-8,6%",  0 ,"  0,0 ","21,0%",  4.191 ,"-10,9%","  9,3 ","  13,2 ","  14,8 ","  2,9 ","  2,7 ","  129,1 ","25,8%","-10,0%","-10,3%","-6,9%","-2,3%","13,8%","20,6%","  10,6 ","35,0%","-46,0%","-34,2%","-35,8%","-39,3%","-8,4%","-13,4%","  10,6 ","35,0%","-46,0%","-34,2%","-35,8%","-39,3%","-8,4%","-13,4%",Chính thức
,359,BSL,Bia Sài Gòn - Sông Lam,UPCoM,Thực phẩm và đồ uống,Sản xuất bia,Bia và đồ uống,  564 ,  12.533 ,"5,8%","8,6%","19,6%","20,5%",  12 ,"  0,1 ","13,5%",  2.310 ,"53,1%","  16,1 ","  8,3 ","  5,4 ","  0,9 ","  1,1 ","  210,1 ","21,2%","-4,1%","-1,3%","-12,7%","-0,3%","22,4%","11,2%","  22,0 ","21,2%","-277,3%","-21,3%","-4,6%","70,3%","703,7%","146,1%","  22,0 ","21,2%","-277,3%","-21,3%","-4,6%","70,3%","703,7%","146,1%",Chính thức
,360,TDW,Cấp nước Thủ Đức,HOSE,Tiện ích,Nước,Nước,  424 ,  49.900 ,"2,0%","12,6%","2,9%","1,8%",  3 ,"  0,1 ","23,5%",  7.218 ,"4,0%","  7,9 ","  7,2 ","  6,9 ","  1,8 ","  1,6 ","  325,3 ","23,4%","-1,4%","1,7%","3,6%","3,5%","2,5%","3,7%","  10,0 ","16,4%","-18,6%","-5,7%","2,2%","49,5%","-12,4%","1,5%","  10,0 ","16,4%","-18,6%","-5,7%","2,2%","49,5%","-12,4%","1,5%",Chính thức
,361,HTI,PT Hạ tầng IDICO,HOSE,Xây dựng và Vật liệu,Xây dựng,Xây dựng,  598 ,  23.950 ,"0,4%","-2,4%","-7,5%","2,4%",  40 ,"  1,0 ","23,2%",  4.017 ,"-28,6%","  6,1 ","  4,3 ","  6,0 ","  0,9 ","  0,9 ","  120,3 ","24,5%","2,3%","12,1%","2,7%","-9,3%","6,7%","-1,1%","  29,9 ","29,8%","299,6%","122,6%","75,3%","177,4%","-49,2%","-40,8%","  29,9 ","29,8%","299,6%","122,6%","75,3%","177,4%","-49,2%","-40,8%",Chính thức
,362,NBT,Cấp thoát nước Bến Tre,UPCoM,Tiện ích,Nước,Nước,  465 ,  15.800 ,"-2,5%","-5,8%","-10,2%","-12,1%",  0 ,"  0,0 ","11,7%",  -   ,"0,0%","  8,5 ","  8,7 ",  -   ,"  1,1 ","  1,0 ","  62,9 ",,"-2,1%","-6,0%","4,2%","5,1%","5,2%",,"  12,6 ",,"-12,6%","-19,9%","34,4%","-33,5%","-3,8%",,"  12,6 ",,"-12,6%","-19,9%","34,4%","-33,5%","-3,8%",,Chính thức
,363,VNA,Vận tải biển Vinaship,UPCoM,Hàng & Dịch vụ Công nghiệp,Vận tải Thủy,Vận tải Thủy,  541 ,  15.914 ,"-2,2%","-3,2%","1,6%","-9,1%",  4 ,"  0,1 ","13,8%",  3.060 ,"29,6%","  11,4 ","  6,7 ","  5,2 ","  1,1 ","  0,9 ","  111,1 ","14,1%","-4,9%","12,7%","-18,0%","2,6%","-12,8%","29,5%","  37,1 ","35,7%","-69,8%","-99,1%","-132,5%","24,5%","44623,6%","140,3%","  37,1 ","35,7%","-69,8%","-99,1%","-132,5%","24,5%","44623,6%","140,3%",Chính thức
,364,DQC,Tập đoàn Điện Quang,HOSE,Hàng cá nhân & Gia dụng,Thiết bị gia dụng,Thiết bị gia dụng,  336 ,  12.200 ,"35,6%","22,0%","17,3%","16,8%",  25 ,"  0,3 ","2,2%",  405 ,"-34,0%","  8,2 ","  19,9 ","  30,1 ","  0,4 ","  0,4 ","  278,9 ","27,9%","0,9%","-9,3%","12,1%","44,1%","63,4%","8,7%","  10,2 ","63,6%","1224,1%","618,2%","100,2%","97,1%","240,0%","228,7%","  10,2 ","91,1%","26083,4%","399,6%","107,6%","102,2%","249,6%","228,7%",Chính thức
,365,VVS,Đầu tư Phát triển Máy Việt Nam,HOSE,Ô tô và phụ tùng,Sản xuất ô tô,Sản xuất ô tô,  2.432 ,  113.000 ,"-9,5%","-9,2%","41,8%","72,5%",  230 ,"  27,3 ","76,7%",  17.096 ,"-20,3%","  11,0 ","  5,3 ","  6,6 ","  1,6 ","  3,0 ","  2.750,6 ","29,0%","41,7%","98,4%","168,2%","115,3%","142,1%","18,0%","  166,5 ","45,2%","210,0%","376,9%","110,7%","2325,0%","538,9%","14,6%","  166,5 ","45,2%","210,0%","376,9%","110,7%","2325,0%","538,9%","14,6%",Chính thức
,366,NCS,Suất ăn Hàng không Nội Bài,UPCoM,Thực phẩm và đồ uống,Thực phẩm,Thực phẩm khác,  739 ,  41.200 ,"0,5%","0,5%","-0,7%","6,7%",  2 ,"  0,1 ","29,9%",  -   ,"0,0%","  10,2 ","  10,4 ",  -   ,"  3,1 ","  2,8 ","  257,2 ",,"16,5%","24,2%","15,8%","22,0%","23,9%",,"  21,0 ",,"14,6%","44,3%","17,1%","22,7%","21,2%",,"  21,0 ",,"14,6%","44,3%","17,1%","22,7%","21,2%",,Chính thức
,367,HNM,HANOIMILK,UPCoM,Thực phẩm và đồ uống,Thực phẩm,Sản phẩm từ sữa,  343 ,  7.724 ,"-3,4%","-5,5%","0,5%","-3,5%",  446 ,"  3,6 ","2,8%",  -   ,"0,0%","  11,3 ","  26,1 ",  -   ,"  0,9 ","  0,7 ","  189,6 ",,"46,1%","1,8%","-29,2%","10,1%","-1,3%",,"  3,7 ",,"33,5%","-47,3%","-80,0%","-53,6%","-53,7%",,"  3,7 ",,"33,5%","-47,3%","-80,0%","-53,6%","-53,7%",,Chính thức
,368,SSC,Giống cây trồng Miền Nam,HOSE,Thực phẩm và đồ uống,Nuôi trồng nông & hải sản,Nuôi trồng nông & hải sản,  380 ,  28.600 ,"-1,4%","1,4%","-8,2%","-7,6%",  0 ,"  0,0 ","3,1%",  3.014 ,"250,3%","  10,7 ","  33,2 ","  9,5 ","  1,1 ","  1,0 ","  37,2 ","9,7%","-23,4%","-28,8%","-21,6%","-14,0%","-29,0%","27,1%","  0,0 ","0,1%","-64,1%","-39,0%","-34,2%","-147,2%","-98,8%","188,8%","  0,0 ","0,1%","-64,1%","-39,0%","-34,2%","-147,2%","-98,8%","188,8%",Chính thức
,369,SBG,Tập Đoàn Cơ Khí Công Nghệ Cao Siba,HOSE,Hàng & Dịch vụ Công nghiệp,Công nghiệp phức hợp,Công nghiệp phức hợp,  595 ,  11.900 ,"1,7%","3,0%","-11,9%","-20,9%",  68 ,"  0,8 ","5,1%",  1.211 ,"95,7%","  13,5 ","  19,2 ","  9,8 ","  1,0 ","  1,0 ","  167,7 ","9,1%","-23,3%","-57,4%","-52,2%","-62,7%","-74,6%","13,7%","  2,0 ","3,3%","231,3%","-24,6%","-75,3%","27,5%","-78,4%","58,0%","  1,9 ","3,1%","248,0%","-24,3%","-75,2%","25,7%","-79,9%","58,0%",Chính thức
,370,MHC,CTCP MHC,HOSE,Hàng & Dịch vụ Công nghiệp,Dịch vụ vận tải,Vận tải Thủy,  430 ,  9.900 ,"1,4%","4,7%","0,4%","-18,9%",  44 ,"  0,4 ","28,2%",  736 ,"-82,2%","  4,3 ","  2,4 ","  13,5 ","  0,7 ","  0,7 ",  -   ,,"-32,8%","993,5%","-83,9%",,,"352,6%","  0,0 ","0,0%","-344,7%","17277,3%","1305,9%","92,9%","100,0%","-80,5%","  0,0 ","0,0%","-343,6%","15752,2%","1307,7%","99,4%","100,1%","-80,5%",Chính thức
,371,HCD,SX và Thương mại HCD,HOSE,Hóa chất,"Nhựa, cao su & sợi",Nhựa,  297 ,  8.040 ,"-0,7%","0,8%","4,0%","6,1%",  32 ,"  0,3 ","3,9%",  823 ,"57,1%","  9,0 ","  15,4 ","  9,8 ","  0,7 ","  0,6 ","  205,9 ","25,7%","-8,2%","-17,5%","-20,1%","13,0%","16,4%","1,2%","  7,4 ","24,2%","-43,7%","109,0%","-57,8%","-44,7%","-8,4%","51,7%","  7,4 ","24,2%","-43,7%","109,0%","-57,8%","-44,7%","-8,4%","51,7%",Chính thức
,372,ABT,Thủy sản Bến Tre,HOSE,Thực phẩm và đồ uống,Nuôi trồng nông & hải sản,Nuôi trồng thủy hải sản,  704 ,  59.800 ,"-0,3%","-1,2%","-1,5%","-10,5%",  6 ,"  0,4 ","25,6%",  12.567 ,"-6,3%","  5,9 ","  4,5 ","  4,8 ","  1,0 ","  1,1 ","  187,8 ","24,4%","34,4%","11,9%","27,0%","14,3%","14,7%","8,9%","  22,3 ","15,0%","98,2%","82,9%","117,6%","-11,1%","0,6%","-6,3%","  22,3 ","15,0%","98,2%","82,9%","117,6%","-11,1%","0,6%","-6,3%",Chính thức
,373,NNC,Đá Núi Nhỏ,HOSE,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,Vật liệu xây dựng & Nội thất,  981 ,  44.750 ,"-6,8%","-15,6%","-18,9%","-32,5%",  65 ,"  3,3 ","33,3%",  4.380 ,"-43,9%","  9,8 ","  5,7 ","  10,2 ","  1,5 ","  1,7 ","  120,3 ","33,4%","35,1%","39,7%","50,3%","34,5%","71,6%","-7,9%","  39,6 ","41,3%","187,6%","74,5%","163,1%","161,1%","143,8%","-35,1%","  39,6 ","41,3%","187,6%","74,5%","163,1%","161,1%","143,8%","-35,1%",Chính thức
,374,ICT,Viễn thông - Tin học Bưu điện,HOSE,Công nghệ Thông tin,Phần mềm,Công nghệ Thông tin,  573 ,  17.800 ,"0,0%","0,0%","-3,0%","-1,1%",  18 ,"  0,3 ","4,9%",  1.107 ,"11,6%","  21,7 ","  18,0 ","  16,1 ","  0,7 ","  0,9 ","  519,6 ","22,2%","87,9%","-58,4%","45,2%","213,7%","175,4%","10,8%","  4,8 ","13,5%","105,2%","-8,9%","6,8%","-4,2%","2,1%","12,0%","  4,8 ","13,5%","105,2%","-8,9%","6,8%","-4,2%","2,1%","12,0%",Chính thức
,375,BSH,Bia Sài Gòn - Hà Nội,UPCoM,Thực phẩm và đồ uống,Sản xuất bia,Bia và đồ uống,  304 ,  16.912 ,"-5,5%","-14,2%","-1,9%","8,0%",  1 ,"  0,0 ","12,4%",  2.667 ,"25,1%","  9,5 ","  7,9 ","  6,3 ","  1,2 ","  1,0 ","  131,0 ","20,9%","-16,5%","-24,7%","-8,5%","7,2%","20,6%","10,5%","  7,5 ","15,5%","-122,3%","-53,8%","7,9%","38,0%","647,2%","62,5%","  7,5 ","15,5%","-122,3%","-53,8%","7,9%","38,0%","647,2%","62,5%",Chính thức
,376,CCI,CIDICO,HOSE,Tiện ích,Phân phối xăng dầu & khí đốt,Bất động sản công nghiệp,  444 ,  19.000 ,"-3,3%","-21,7%","-18,0%","-17,1%",  1 ,"  0,0 ","17,1%",  -   ,"0,0%","  12,6 ","  9,0 ",  -   ,"  1,5 ","  1,5 ","  102,0 ",,"-12,5%","-14,1%","-10,1%","-1,7%","10,9%",,"  14,7 ",,"31,1%","43,2%","88,3%","238,4%","-5,2%",,"  14,7 ",,"31,1%","43,2%","88,3%","238,4%","-5,2%",,Chính thức
,377,PSP,DV Dầu Khí Đình Vũ,UPCoM,Hàng & Dịch vụ Công nghiệp,Dịch vụ vận tải,Vận tải Thủy,  768 ,  19.200 ,"0,0%","-2,1%","4,4%","9,9%",  2 ,"  0,0 ","2,5%",  -   ,"0,0%","  104,0 ","  67,9 ",  -   ,"  1,1 ","  1,7 ","  73,9 ",,"8,2%","10,4%","17,9%","61,0%","18,5%",,"  2,7 ",,"-16,3%","1282,2%","20,1%","10,0%","-4,3%",,"  2,7 ",,"-16,3%","1282,2%","20,1%","10,0%","-4,3%",,Chính thức
,378,IST,ICD Tân Cảng Sóng Thần,UPCoM,Hàng & Dịch vụ Công nghiệp,"Kho bãi, hậu cần và bảo dưỡng","Kho bãi, hậu cần và bảo dưỡng",  540 ,  36.000 ,"1,2%","-6,7%","2,0%","-4,1%",  0 ,"  0,0 ","33,2%",  -   ,"0,0%","  7,5 ","  6,1 ",  -   ,"  2,0 ","  1,8 ","  132,0 ",,"17,6%","16,2%","13,0%","4,3%","11,8%",,"  23,5 ",,"9,5%","41,1%","45,0%","-1,4%","38,6%",,"  23,5 ",,"9,5%","41,1%","45,0%","-1,4%","38,6%",,Chính thức
,379,SZE,Môi trường Sonadezi,UPCoM,Hàng & Dịch vụ Công nghiệp,Chất thải & Môi trường,Chất thải & Môi trường,  246 ,  8.200 ,"7,3%","-12,8%","-10,9%","-18,0%",  9 ,"  0,1 ","2,7%",  324 ,"1,7%","  13,2 ","  25,8 ","  25,3 ","  0,9 ","  0,7 ","  79,7 ","23,6%","-4,0%","61,8%","-18,8%","-10,9%","-18,0%","-20,3%","  2,6 ","26,6%","8,8%","-36,0%","-129,7%","-58,6%","-65,2%","-32,6%","  2,6 ","26,6%","8,8%","-36,0%","-129,7%","-58,6%","-65,2%","-32,6%",Chính thức
,380,TSB,Ắc quy Tia Sáng,HNX,Hàng & Dịch vụ Công nghiệp,Hàng điện & điện tử,Điện tử & Thiết bị điện,  129 ,  19.100 ,"-2,1%","-1,6%","-23,0%","-31,3%",  5 ,"  0,1 ","0,8%",  -   ,"0,0%","  110,7 ","  212,0 ",  -   ,"  3,5 ","  1,7 ","  43,9 ",,"-16,1%","24,1%","3,6%","13,4%","3,2%",,"  (1,3)",,"-93,3%","-93,2%","-17,7%","265,0%","-738,3%",,"  (1,3)",,"-93,3%","-93,2%","-17,7%","265,0%","-738,3%",,Chính thức
,381,POT,Thiết bị Bưu điện Postef,HNX,Công nghệ Thông tin,Phần cứng,Công nghệ Thông tin,  408 ,  21.000 ,"2,9%","6,1%","-5,0%","-1,9%",  4 ,"  0,1 ","6,9%",  608 ,"-43,1%","  52,7 ","  19,7 ","  34,6 ","  1,2 ","  1,3 ","  134,9 ","6,9%","39,0%","-0,2%","-31,1%","34,7%","1,5%","10,6%","  0,5 ","3,8%","-12900,7%","48,5%","22,8%","692,1%","104,8%","8,3%","  0,5 ","3,8%","-12900,7%","48,5%","22,8%","692,1%","104,8%","8,3%",Chính thức
,382,BNW,Nước sạch Bắc Ninh,UPCoM,Tiện ích,Nước,Nước,  586 ,  15.600 ,"-8,2%","-3,3%","-6,1%","-22,9%",  0 ,"  0,0 ","9,0%",  -   ,"0,0%","  10,9 ","  16,1 ",  -   ,"  0,9 ","  1,5 ","  74,5 ",,"2,4%","4,2%","4,2%","1,8%","18,8%",,"  9,9 ",,"-6,7%","-11,0%","-51,8%","-45,0%","15,3%",,"  9,9 ",,"-6,7%","-11,0%","-51,8%","-45,0%","15,3%",,Chính thức
,383,HDW,Nước sạch Hải Dương,UPCoM,Tiện ích,Nước,Nước,  542 ,  17.000 ,"-3,4%","-4,5%","11,4%","-5,6%",  0 ,"  0,0 ","11,8%",  1.565 ,"-8,9%","  9,7 ","  9,9 ","  10,9 ","  1,0 ","  1,2 ","  150,5 ","24,5%","9,8%","6,7%","5,0%","2,9%","4,9%","1,9%","  18,7 ","37,5%","11,3%","-26,7%","-0,8%","36,8%","50,4%","2,9%","  18,7 ","37,5%","11,3%","-26,7%","-0,8%","36,8%","50,4%","2,9%",Chính thức
,384,CBI,Gang thép Cao Bằng,UPCoM,Tài nguyên Cơ bản,Thép và sản phẩm thép,Thép và sản phẩm thép,  598 ,  13.900 ,"0,0%","-0,7%","12,3%","5,3%",  2 ,"  0,0 ","-294,9%",  -   ,"0,0%","  12,2 ","  (3,0)",  -   ,"  2,7 ","  22,0 ","  386,9 ","18,1%","-38,8%","5,4%","1,7%","22,0%","-7,5%","3,6%","  (44,8)",,"-5371,3%","-928,1%","56,6%","95,3%","11,4%",,"  (44,8)",,"-5371,3%","-928,1%","56,6%","95,3%","11,4%",,Chính thức
,385,DAH,Tập đoàn Khách sạn Đông Á,HOSE,Du lịch và Giải trí,Khách sạn,Khách sạn,  228 ,  2.710 ,"-12,0%","-9,7%","-19,1%","-26,8%",  56 ,"  0,2 ","-7,7%",  51 ,"106,3%","  109,9 ","  (3,3)","  53,1 ","  0,4 ","  0,3 ","  9,8 ","19,6%","-43,4%","-33,4%","-45,2%","24,2%","-12,9%","-4,7%","  (1,1)","-24,9%","-2426,6%","-1641,2%","-1891,1%","-1071,6%","60,9%","106,1%","  (1,1)","-24,9%","-6295,5%","-1273,2%","-1881,3%","-1072,2%","60,9%","106,1%",Chính thức
,386,HLC,Than Hà Lầm,HNX,Tài nguyên Cơ bản,Khai thác Than,Khai thác Than,  300 ,  11.800 ,"-8,5%","-10,6%","0,0%","-18,1%",  24 ,"  0,3 ","18,2%",  1.490 ,"-52,0%","  3,9 ","  3,8 ","  7,9 ","  0,8 ","  0,7 ","  828,8 ","26,4%","14,7%","11,4%","29,0%","-51,1%","-1,2%","9,3%","  11,9 ","31,4%","-29,5%","10,5%","542,1%","-187,0%","-20,9%","-53,9%","  11,9 ","31,4%","-29,5%","10,5%","542,1%","-187,0%","-20,9%","-53,9%",Chính thức
,387,BAX,Công ty Thống Nhất,HNX,Xây dựng và Vật liệu,Xây dựng,Xây dựng,  273 ,  33.300 ,"0,0%","2,5%","-2,1%","-2,1%",  0 ,"  0,0 ","17,1%",  3.288 ,"-30,2%","  13,4 ","  7,1 ","  10,1 ","  1,6 ","  1,2 ","  31,0 ","22,6%","7,6%","115,8%","28,0%","50,2%","62,3%","24,5%","  8,5 ","31,6%","-1,2%","39,1%","24,8%","71,3%","48,6%","-24,7%","  8,5 ","31,6%","-1,2%","39,1%","24,8%","71,3%","48,6%","-24,7%",Chính thức
,388,CTB,Bơm Hải Dương,HNX,Hàng & Dịch vụ Công nghiệp,Máy công nghiệp,Công nghiệp nặng,  341 ,  16.400 ,"-3,5%","-0,6%","-6,3%","-3,5%",  2 ,"  0,0 ","12,8%",  -   ,"0,0%","  6,5 ","  8,6 ",  -   ,"  1,1 ","  1,0 ","  56,4 ",,"22,0%","128,0%","-8,8%","-41,5%","-32,3%",,"  12,1 ",,"262,7%","347,2%","-1,0%","-73,5%","9,3%",,"  12,1 ",,"262,7%","347,2%","-1,0%","-73,5%","9,3%",,Chính thức
,389,SP2,Thủy điện Sử Pán 2,UPCoM,Tiện ích,Sản xuất & Phân phối Điện,Sản xuất & Phân phối Điện,  468 ,  22.700 ,"-2,2%","-0,9%","0,2%","3,2%",  3 ,"  0,1 ","38,8%",  2.459 ,"-19,4%","  9,7 ","  7,4 ","  9,2 ","  5,2 ","  2,7 ","  16,5 ","9,7%","-26,5%","11,4%","-11,2%","15,1%","13,2%","-2,4%","  (6,2)","-12,2%","-13,0%","43,7%","-13,1%","147,0%","36,5%","-14,6%","  (6,2)","-12,2%","-13,0%","43,7%","-13,1%","147,0%","36,5%","-14,6%",Chính thức
,390,VSA,Đại lý Hàng hải VN,HNX,Hàng & Dịch vụ Công nghiệp,Dịch vụ vận tải,"Kho bãi, hậu cần và bảo dưỡng",  289 ,  20.500 ,"5,1%","2,5%","-2,4%","1,0%",  2 ,"  0,0 ","6,8%",  1.935 ,"18,9%","  10,9 ","  12,6 ","  10,6 ","  0,9 ","  0,9 ","  279,6 ","22,6%","9,0%","6,7%","-15,9%","-5,4%","1,9%","14,6%","  7,1 ","26,0%","39,7%","-29,1%","377,2%","-73,2%","-10,0%","14,9%","  7,1 ","26,0%","39,7%","-29,1%","377,2%","-73,2%","-10,0%","14,9%",Chính thức
,391,SAV,Savimex,HOSE,Tài nguyên Cơ bản,Lâm sản và Chế biến gỗ,Vật liệu xây dựng & Nội thất,  409 ,  15.700 ,"9,4%","18,1%","18,1%","15,9%",  8 ,"  0,1 ","4,1%",  1.475 ,"164,8%","  10,8 ","  28,2 ","  10,6 ","  1,1 ","  1,1 ","  299,3 ","24,9%","27,5%","-6,1%","-13,3%","-3,9%","8,7%","13,0%","  21,8 ","56,8%","120,3%","-169,1%","59,9%","-160,9%","29,9%","304,8%","  21,8 ","56,8%","120,3%","-169,1%","59,9%","-160,9%","29,9%","304,8%",Chính thức
,392,HMC,Kim khí TP.HCM,HOSE,Tài nguyên Cơ bản,Thép và sản phẩm thép,Thép và sản phẩm thép,  325 ,  11.900 ,"2,2%","3,5%","5,3%","1,7%",  8 ,"  0,1 ","8,9%",  1.026 ,"-23,1%","  3,9 ","  8,9 ","  11,6 ","  0,8 ","  0,8 ","  2.344,0 ","42,5%","44,1%","32,4%","30,5%","38,8%","96,3%","-4,3%","  13,2 ","47,0%","121,3%","61,4%","11,1%","-28,1%","65,0%","-10,3%","  13,2 ","47,0%","121,3%","61,4%","11,1%","-28,1%","65,0%","-10,3%",Chính thức
,393,THT,Than Hà Tu,HNX,Tài nguyên Cơ bản,Khai thác Than,Khai thác Than,  216 ,  8.800 ,"-5,4%","-6,4%","1,2%","11,4%",  82 ,"  0,8 ","28,6%",  1.406 ,"-66,1%","  2,1 ","  2,1 ","  6,3 ","  0,7 ","  0,6 ","  810,2 ","14,0%","-16,2%","-18,1%","32,6%","142,3%","-26,6%","9,0%","  8,8 ","25,4%","-409,2%","-15,0%","3663,3%","258,1%","116,7%","-14,4%","  8,8 ","25,4%","-409,2%","-15,0%","3663,3%","258,1%","116,7%","-14,4%",Chính thức
,394,TCT,Cáp treo Tây Ninh,HOSE,Du lịch và Giải trí,Vận tải hành khách & Du lịch,Vận tải hành khách & Du lịch,  244 ,  19.050 ,"-3,1%","-4,8%","-4,3%","-1,8%",  7 ,"  0,1 ","6,1%",  -   ,"0,0%","  18,4 ","  11,2 ",  -   ,"  0,8 ","  0,7 ","  17,4 ",,"23,8%","121,9%","127,8%","100,7%","-16,2%",,"  8,8 ",,"48,4%","127,9%","2045,2%","565,6%","-29,3%",,"  8,8 ",,"48,4%","127,9%","2045,2%","565,6%","-29,3%",,Chính thức
,395,DNC,Điện nước Hải Phòng,HNX,Tiện ích,Sản xuất & Phân phối Điện,Sản xuất & Phân phối Điện,  565 ,  56.300 ,"-2,9%","-6,5%","10,7%","15,3%",  1 ,"  0,0 ","35,1%",  3.229 ,"-39,8%","  10,4 ","  10,5 ","  17,4 ","  3,4 ","  3,6 ","  245,5 ","18,7%","13,4%","13,7%","25,8%","29,1%","18,3%","15,7%","  8,0 ","24,7%","14,1%","10,6%","30,2%","87,3%","-18,1%","-41,7%","  8,0 ","24,7%","14,1%","10,6%","30,2%","87,3%","-18,1%","-41,7%",Chính thức
,396,DHM,Khoáng sản Dương Hiếu,HOSE,Tài nguyên Cơ bản,Khai khoáng,Khai khoáng,  249 ,  7.200 ,"-5,3%","1,4%","20,0%","16,9%",  17 ,"  0,1 ","1,9%",  -   ,"0,0%","  14,2 ","  36,9 ",  -   ,"  0,7 ","  0,7 ","  1.082,4 ",,"-55,6%","-49,5%","27,3%","50,1%","149,6%",,"  2,0 ",,"-62,9%","-735,3%","2029,1%","587,5%","96,5%",,"  2,0 ",,"-62,9%","-735,3%","2029,1%","587,5%","96,5%",,Chính thức
,397,UIC,Phát triển Nhà và Đô thị IDICO,HOSE,Tiện ích,Sản xuất & Phân phối Điện,Xây dựng,  540 ,  65.000 ,"6,2%","8,0%","5,7%","14,0%",  4 ,"  0,2 ","19,6%",  -   ,"0,0%","  5,7 ","  5,0 ",  -   ,"  0,7 ","  0,9 ","  810,3 ",,"17,3%","15,0%","14,6%","9,7%","10,1%",,"  24,8 ",,"78,1%","107,3%","57,3%","76,6%","32,0%",,"  24,8 ",,"78,1%","107,3%","57,3%","76,6%","32,0%",,Chính thức
,398,BTW,Cấp nước Bến Thành,HNX,Tiện ích,Nước,Nước,  660 ,  70.500 ,"8,0%","18,7%","15,0%","18,7%",  1 ,"  0,0 ","16,7%",  5.214 ,"10,6%","  9,7 ","  15,0 ","  13,5 ","  1,6 ",  -   ,"  137,1 ","24,5%","-3,2%","-1,3%","-1,1%","-1,9%","2,2%","1,4%","  14,8 ","30,3%","-20,8%","-50,3%","-18,1%","184,6%","-22,0%","1,1%","  14,8 ","30,3%","-20,8%","-50,3%","-18,1%","184,6%","-22,0%","1,1%",Chính thức
,399,DM7,Dệt may 7,UPCoM,Hàng cá nhân & Gia dụng,Hàng May mặc,Hàng May mặc,  302 ,  19.600 ,"0,0%","0,0%","25,6%","-10,9%",  0 ,"  0,0 ","16,8%",  -   ,"0,0%","  6,9 ","  6,2 ",  -   ,"  1,2 ","  1,0 ","  101,2 ",,"38,2%","23,9%","-70,6%","18,7%","-49,1%",,"  6,0 ",,"1,9%","-71,6%","-96,9%","319,7%","-50,1%",,"  6,0 ",,"1,9%","-71,6%","-96,9%","319,7%","-50,1%",,Chính thức
